334,Jaak Pächter,152,0,31
337,Meelis Linnamägi,86,0,35
452,Ivari Padar,3227,8,730
453,Kalvi Kõva,2889,2,615
455,Rein Randver,1604,1,278
454,Sirje Tobreluts,1119,1,238
456,Anneli Viitkin,1006,2,190
457,Tarmo Tamm,728,1,129
458,Rein Järvelill,399,0,100
460,Kaido Palu,338,0,107
462,Meeli Tuubel,267,0,47
459,Halliki Karba,215,0,30
461,Indrek Tiido,196,0,41
577,Valdo Randpere,4794,9,1176
578,Urmas Klaas,2990,1,720
579,Meelis Mälberg,1013,1,269
580,Margus Lepik,760,1,195
586,Aivar Rosenberg,592,0,128
583,Jüri Kaver,520,3,84
587,Kersti Kõosaar,507,1,150
584,Kaido Kõiv,449,1,124
581,Innar Mäesalu,380,1,100
585,Ilona Leetma,348,1,74
582,Valter Malm,130,1,19
702,Heimar Lenk,2807,6,228
703,Inara Luigas,1482,0,137
704,Tarmo Tamm,983,0,118
705,Ester Tuiksoo,971,0,113
712,Georg Pelisaar,509,1,42
707,Toivo Tootsen,493,0,39
709,Elmar-Johannes Truu,401,0,19
706,Alar Nääme,345,0,50
708,Ülle Juht,285,0,36
711,Jüri Konrad,162,1,21
710,Arno Kirsimägi,137,0,23
737,Juri Žuravljov,117,8,8
752,Tõnis Bleive,248,1,46
827,Peeter Ernits,810,2,98
829,Ülo Needo,340,0,60
828,Arno Sild,266,4,23
830,Olav Hoop,132,0,15
834,Martti Kirotaja,44,0,7
836,Reet Krondel,42,1,5
831,Kalle Mälberg,34,1,5
833,Kajar Help,34,2,8
832,Kuuno Kann,26,1,1
835,Enn Braun,15,0,4
856,Toivo Teekel,395,3,65
213,Eerik-Niiles Kross,3579,5,751
215,Mart Jüssi,275,1,89
214,Tarmo Kõuts,182,1,67
218,Eino-Jüri Laarmann,105,1,15
217,Anneli Ärmpalu-Idvand,76,0,16
222,Tiit Hunt,40,0,6
219,Aino Värbu,36,2,9
220,Veiko Potisepp,22,0,4
216,Jüri Lember,21,1,7
221,Juhan Haravee,8,0,2
339,Annely Akkermann,3257,6,878
338,Toomas Tõniste,1864,10,416
